trainlosslist,vallosslist
0.5696342842919486,0.06881834380328655
0.26044816949537825,0.04809444770216942
0.180125608508076,0.03921651281416416
0.14303830106343543,0.0341840423643589
0.12198421944464956,0.033829186111688614
0.10790655735347952,0.03466916549950838
0.09707640696849142,0.0341454753652215
0.0882673654705286,0.03327766805887222
0.08112502949578422,0.03292591776698828
0.07490570736782891,0.03545705694705248
0.06973112880119256,0.030731261242181063
0.06504416093230247,0.032091121189296246
0.06139947873141084,0.026570560410618782
0.05834054494542735,0.0281487456522882
0.055464601809425015,0.02790573053061962
0.05315586951162134,0.024962110444903374
0.05120114143937826,0.024362015537917614
0.04939931298473051,0.024019425734877586
0.04783246333577803,0.023007068317383528
0.04649187730891364,0.02204262465238571
0.04531899746507406,0.022131213918328285
0.04426917260778802,0.020460260566323996
0.043383046452488215,0.020101565402001143
0.04259940489594426,0.019225397147238255
0.04174156832907881,0.019303875509649515
0.04117092902639082,0.01921404665336013
0.04063184985092708,0.01881017629057169
0.03991695533373526,0.018913551699370146
0.03954950799899442,0.0182744306512177
0.03910648224077055,0.018242177553474903
0.03866524142878396,0.01840787287801504
0.038218344029571326,0.01816580956801772
0.03797042170273406,0.01871150964871049
0.037550383646573336,0.01820002682507038
0.03727076654987676,0.018357422202825546
0.037080397164183,0.018248507287353277
0.03673694069896426,0.01780518889427185
0.036471491280410974,0.017465838231146336
0.036249108878629546,0.01779566379263997
0.03605378685253007,0.017226447816938162
0.03569909185171127,0.017901959363371134
0.03554355765559843,0.017607408575713634
0.035379192259694846,0.016969529446214437
0.03520327886300428,0.018247881438583136
0.034997856111398766,0.017949387431144714
0.03479843440332583,0.016950452234596014
0.03466996710215296,0.017611721996217966
0.034529655639614375,0.01822410197928548
0.03432088504944529,0.016990583389997482
0.034193900280765126,0.0177027122117579
0.03403952850827149,0.016653055790811777
0.033865337526159625,0.016966887284070253
0.03374095567102943,0.01709366124123335
0.033543176017701626,0.017365552950650454
0.033484342241925855,0.01705429470166564
0.03339485451579094,0.01710160542279482
0.033235080007995875,0.016591785941272974
0.033055222992386134,0.016582793556153774
0.03300114827496665,0.016109859105199575
0.03282807780695813,0.016614327672868967
0.032740425052387376,0.016485652420669794
0.03267196339688131,0.01609271694906056
0.032497555017471313,0.017337335739284754
0.03240058930324657,0.016570057719945908
0.03238729793312294,0.01566176046617329
0.03231367874624474,0.015730114420875907
0.03219856893909829,0.01589508168399334
0.03211086243391037,0.016876080073416233
0.031999730305480104,0.01675743469968438
0.03197270172781178,0.01563621941022575
0.03183501087395208,0.016182758379727602
0.03171956279714193,0.016261393669992685
0.03163568961567113,0.016749237664043903
0.03160128103835242,0.016268786042928696
0.03157375992408821,0.015886231558397412
0.03149303840473294,0.015792063204571605
0.031368834365691455,0.016012920765206218
0.03134025200935347,0.01553236972540617
0.031220161489077976,0.01640545018017292
0.03118090843781829,0.015814858488738537
0.031093560890959843,0.01604399038478732
0.03097775618412665,0.016707947943359613
0.031104435745094503,0.01598019292578101
0.03091572637536696,0.01629080856218934
0.030838982069066594,0.016396766528487206
0.030836866037654027,0.016505357809364796
0.03077185499880995,0.01632578670978546
0.030648390629461834,0.016532603185623884
0.030636950795139586,0.015733628999441862
0.03062135979001011,0.016487315762788057
0.030589376177106584,0.01645448710769415
0.030560299953711883,0.016276094131171703
0.030581675536398376,0.016323531046509743
0.030417910311371088,0.01602814346551895
0.03033424069040588,0.01689045736566186
0.030330607068857977,0.01628975383937359
0.030332091929657117,0.016291212756186724
0.030275123326906135,0.016478145495057106
0.03019771964422294,0.016528806649148464
0.030220732225903442,0.01648343726992607
